name,population_code,population_latitude,population_longitude,site_name,survey_date,maternal_number,comments
Brassica nigra,236,36.02476,-121.17593,Fort Hunter Liggett Military Reservation,2015-06-11,100,
Eschscholzia californica,201,34.40874,-119.87894,Coal Oil Point Natural Reserve,2015-05-13,41,
Rumex crispus,204,36.00508,-121.17937,Fort Hunter Liggett Military Reservation,2015-06-11,100,
Eschscholzia californica,205,36.00555,-121.24464,Fort Hunter Liggett Military Reservation,2015-06-11,30,
Raphanus sativus,211,37.87405,-122.32316,Cesar Chavez Park,2015-06-22,62,
Bromus diandrus,607,33.51555,-117.25264,Santa Rosa Plateau Ecological Reserve,2015-05-21,100,
Brassica nigra,67,34.42204,-119.89391,Ellwood Mesa Open Space,2015-05-31,50,
Bromus diandrus,801,36.68609,-121.77672,Fort Ord Natural Reserve,2015-05-12,100,
Rumex crispus,206,36.96173,-122.07851,Wilder Ranch State Park,2015-06-12,42,
Eschscholzia californica,234,36.46951,-121.90644,Garrapata State park,2015-07-28,31,
Geranium maculatum,4094,44.02446,-91.4635,Perrot State Park,2015-06-16,50,
Triodanis perfoliata,4110,43.195169,-90.528443,Blue River Sand Barrens State Natural Area,2015-06-28,68,
Tradescantia ohiensis,4116,43.191026,-90.52886,Blue River Sand Barrens State Natural Area,2015-07-03,100,
Geranium maculatum,4095,42.617699,-91.111734,White Pine Hollow State Preserve,2015-06-17,50,
Geranium maculatum,4096,42.627991,-91.09719,White Pine Hollow State Preserve,2015-06-17,100,
Rumex crispus,4112,38.441041,-96.557599,Tallgrass Prairie National Preserve,2015-07-01,74,
Melilotus officinalis,4113,39.083896,-96.557299,Konza Prairie,2015-07-02,100,
Bromus inermis,4114,39.099891,-96.595108,Konza Prairie,2015-07-02,100,
Tradescantia ohiensis,4115,43.372032,-91.151157,Rush Creek State Natural Area,2015-07-03,100,
Bromus inermis,4120,47.360481,-100.255827,Davis Ranch,2015-07-18,100,
Bromus inermis,4121,47.542067,-100.811401,John E. Williams Preserve,2015-07-18,100,
Bromus inermis,4122,45.711106,-99.108274,"Samuel H. Ordway, Jr. Memorial Preserve",2015-07-19,100,
Bromus inermis,4123,45.722053,-99.097752,"Samuel H. Ordway, Jr. Memorial Preserve",2015-07-19,100,
Bromus inermis,4124,44.277671,-91.940498,Kellogg Weaver Dunes SNA,2015-07-22,100,
Dalea candida,4134,38.436,-96.560267,Tallgrass Prairie National Preserve,2015-08-09,100,
Dalea purpurea,4135,38.437746,-96.559969,Tallgrass Prairie National Preserve,2015-08-09,100,
Dalea candida,4136,39.079479,-96.563334,Konza Prairie,2015-08-10,100,
Dalea purpurea,4137,39.069227,-96.565375,Konza Prairie,2015-08-10,100,
Ratibida columnifera,4141,39.071123,-96.563953,Konza Prairie,2015-08-10,54,
Rudbeckia hirta,4130,38.180475,-95.261611,Anderson County Prairie,2015-08-08,100,
Dalea purpurea,4132,38.182079,-95.262145,Anderson County Prairie,2015-08-08,63,
Ratibida columnifera,4133,38.182079,-95.262145,Anderson County Prairie,2015-08-08,64,
Dalea purpurea,4138,39.088452,-96.553366,Konza Prairie,2015-08-10,100,
Dalea candida,4139,39.088452,-96.553366,Konza Prairie,2015-08-10,100,
Ratibida columnifera,4140,39.088452,-96.553366,Konza Prairie,2015-08-10,100,
Echinacea pallida,4142,46.855745,-96.472751,Bluestem Prairie SNA,2015-08-28,93,
Dalea purpurea,4143,46.855968,-96.473245,Bluestem Prairie SNA,2015-08-28,100,
Rumex crispus,3524,39.9785,-105.577431,Roosevelt National Forest,2015-09-08,100,
Rumex crispus,163,40.04447,-111.48009,Uinta National Forest,2015-08-28,100,
Melilotus officinalis,3526,39.97926,-105.57546,Roosevelt National Forest,2015-09-18,105,
Geranium carolinianum,3089,43.4987241,-96.9575404,Gitchie Manitou State Preserve,2014-06-25,100,
Geranium carolinianum,5014,34.70278,-85.33833,Crockford Pigeon Mountain WMA,2014-05-20,100,
Geranium carolinianum,5015,34.70275,-85.33731,Crockford Pigeon Mountain WMA,2014-05-20,100,
Geranium carolinianum,5015,34.70275,-85.33731,Crockford Pigeon Mountain WMA,2014-05-20,100,
Lupinus texensis,5017,32.6398,-96.96434,Cottonwood River Prairie,2014-06-08,50,
Lupinus texensis,5018,32.63812,-96.95551,Cottonwood River Prairie,2014-06-08,50,
Lupinus texensis,5019,30.50734,-97.77267,Brushy Creek Lake Park,2014-05-23,200,
Lupinus texensis,5020,30.50734,-97.77267,Brushy Creek Lake Park,2014-05-23,200,
Triodanis perfoliata,5024,34.70275,-85.33731,Crockford Pigeon Mountain WMA,2014-06-22,100,
Rumex crispus,5025,34.70275,-85.33731,Crockford Pigeon Mountain WMA,2014-06-22,50,
Triodanis perfoliata,5026,33.99105,-84.94231,Paulding Forest WMA,2014-06-22,193,
Melilotus officinalis,3523,39.756786,-110.822182,Roadside,2015-08-30,0,
Melilotus officinalis,3511,43.201752,-107.69944,Lysite Moneta Rd,2015-08-17,100,
Dactylis glomerata,3513,41.568851,-109.292831,FR225 Snowy Range Road,2015-08-31,0,
Bromus inermis,3514,41.568851,-109.292831,FR225 Snowy Range Road,2015-08-31,100,
Rudbeckia hirta,3516,39.938465,-105.523392,Aspen Roadside,2015-08-06,100,
Melilotus officinalis,3517,43.628021,-107.405251,South/North Nowood Canyon,2015-08-17,101,
Bouteloua gracilis,3518,44.183395,-106.773745,Muddy Guard #1,2015-08-18,161,
Dactylis glomerata,3400,41.114355,-81.80339167,Blue Heron,2015-09-09,79,
Ambrosia artemisiifolia,3401,41.1148611,-81.806111,Blue Heron,2015-09-09,100,
Melilotus officinalis,3402,41.1145278,-81.8068056,Blue Heron,2015-09-10,100,
Asclepias incarnata,3403,41.1148506,-81.803,Blue Heron,2015-09-10,28,
Impatiens capensis,3404,41.12089,-81.806833,Blue Heron,2015-09-14,51,
Melilotus officinalis,3519,39.933979,-111.211571,Uinta National Forest,2015-08-30,100,
Rudbeckia hirta,3520,40.242191,-104.77375,Rancho roadside,2015-09-07,100,
Melilotus officinalis,3521,35.034958,-106.350372,Cedro,2015-07-27,73,
Helianthus annuus,3522,39.48434,-110.89365,Highway 122,2015-08-29,125,
Ratibida pinnata,4131,38.182462,-95.261728,Anderson County Prairie,2015-08-08,88,
Tradescantia ohiensis,4111,38.182966,-95.268112,Anderson County Prairie,2015-06-30,100,
Bouteloua curtipendula,4056,37.1466,-103.00281,Comanche National Grassland,2014-08-10,100,
Melilotus officinalis,4060,43.51253,-105.0153,Thunder Basin National Grassland,2014-08-12,100,
Helianthus annuus,4061,43.27616,-105.17392,Thunder Basin National Grassland,2014-08-12,200,
Bromus inermis,124,40.64357,-104.33925,Pawnee National Grassland,2014-08-11,100,
Melilotus officinalis,125,40.64466,-104.34137,Pawnee National Grassland,2014-08-11,100,
Melilotus officinalis,126,40.64795,-104.38322,Pawnee National Grassland,2014-08-11,100,
Helianthus annuus,3057,46.377883,-105.85265,Fort Keogh Livestock & Range Research Lab,2013-10-30,200,
Helianthus annuus,3058,46.3526217,-105.9024333,Fort Keogh Livestock & Range Research Lab,2013-11-05,200,
Sorghastrum nutans,3064,36.2449127,-93.1324535,Baker Prairie,2013-10-26,100,
